Run Number,Well,Time - DROP,CP - DROP (psi),TP - DROP (psi),LP - DROP (psi),Liquid Load - DROP (psi),Fluid in Tubing - DROP (bbl),Time - ARRIVING,CP - ARRIVING (psi),TP - ARRIVING (psi),LP - ARRIVING (psi),Lift Pressure - ARRIVING (psi),Lift Factor - ARRIVING,Rise Time (m),Rise Velocity (fpm),Open Duration (m),Close Duration (m),Gas,GasRate,Fluidrate (bbl/m),Lift Pressure - DROP (psi),UpwardRate (psi/m)
1122,Anderson_East_2-35,1/30/2025 23:48,278.0,71.0,58.45,207.0,2.64,1/30/2025 23:34,283.0,123.0,54.11,228.89,1.43,8.016666667,562.4532225,13.71666667,0.833333333,0.16,0.011664641552450877,0.19246658561543947,219.55,11.20800000448317
1121,Anderson_East_2-35,1/30/2025 23:34,283.0,72.0,58.53,211.0,2.69,1/30/2025 23:22,283.0,112.0,56.04,226.96,1.33,7.516666667,599.8669623,12.06666667,0.85,0.14,0.011602209941546352,0.22292817673399773,224.47,2.9294117647058933
1108,Anderson_East_2-35,1/30/2025 19:55,286.0,75.0,62.88,211.0,2.69,1/30/2025 19:43,287.0,115.0,59.87,227.13,1.32,6.433333333,700.880829,12.65,0.85,0.16,0.012648221343873518,0.2126482213438735,223.12,4.717647058823519
1107,Anderson_East_2-35,1/30/2025 19:42,284.0,74.0,60.23,210.0,2.68,1/30/2025 19:29,287.0,114.0,56.32,230.68,1.33,8.116666667,555.523614,12.95,0.833333333,0.12,0.009266409266409266,0.20694980694980697,223.77,8.292000003316796
1099,Anderson_East_2-35,1/30/2025 16:53,283.0,80.0,65.8,203.0,2.59,1/30/2025 16:40,284.0,134.0,70.27,213.73,1.42,7.466666667,603.8839286,12.71666667,0.85,0.15,0.011795543902543762,0.2036697247172556,217.2,-4.082352941176469
1098,Anderson_East_2-35,1/30/2025 16:39,285.0,80.0,69.58,205.0,2.62,1/30/2025 16:27,283.0,132.0,66.03,216.97,1.44,6.7,672.9850746,12.18333333,0.866666667,0.14,0.011491108074279374,0.2150478796757997,215.42000000000002,1.788461537773649
1095,Anderson_East_2-35,1/30/2025 16:00,284.0,75.0,65.29,209.0,2.67,1/30/2025 15:45,287.0,139.0,70.08,216.92,1.47,8.133333333,554.3852459,14.15,0.866666667,0.17,0.012014134275618375,0.18869257950530036,218.70999999999998,-2.0653846145902275
1094,Anderson_East_2-35,1/30/2025 15:45,286.0,80.0,69.42,206.0,2.63,1/30/2025 15:32,285.0,142.0,77.05,207.95,1.45,6.583333333,684.9113924,12.68333333,0.866666667,0.16,0.012614980292408668,0.20735873855646747,216.57999999999998,-9.957692303862421
1093,Anderson_East_2-35,1/30/2025 15:31,286.0,84.0,73.42,202.0,2.58,1/30/2025 15:19,285.0,134.0,78.81,206.19,1.37,6.066666667,743.2417582,11.96666667,0.85,0.15,0.012534818938012584,0.21559888573381647,212.57999999999998,-7.517647058823513
1092,Anderson_East_2-35,1/30/2025 15:18,283.0,89.0,79.08,194.0,2.47,1/30/2025 15:06,287.0,126.0,75.46,211.54,1.31,6.383333333,706.3707572,11.91666667,0.866666667,0.11,0.009230769228187198,0.2072727272147489,203.92000000000002,8.792307688926009
1077,Anderson_East_2-35,1/30/2025 11:32,284.0,75.0,62.94,209.0,2.67,1/30/2025 11:21,285.0,152.0,87.92,197.08,1.48,6.366666667,708.2198953,11.48333333,0.866666667,0.14,0.012191582006441678,0.23251088540856626,221.06,-27.669230758588746
1076,Anderson_East_2-35,1/30/2025 11:20,284.0,95.0,86.0,189.0,2.41,1/30/2025 11:07,287.0,139.0,76.5,210.5,1.42,6.083333333,741.2054795,12.93333333,0.85,0.12,0.009278350517855244,0.18634020623359285,198.0,14.705882352941178
1061,Anderson_East_2-35,1/30/2025 5:50,292.0,76.0,64.36,216.0,2.76,1/30/2025 5:37,292.0,139.0,78.35,213.65,1.4,7.066666667,638.0660377,12.78333333,0.85,0.16,0.012516297265323677,0.2159061278268334,227.64,-16.45882352941174
1060,Anderson_East_2-35,1/30/2025 5:36,292.0,84.0,72.08,208.0,2.65,1/30/2025 5:23,292.0,135.0,74.05,217.95,1.39,6.65,678.0451128,12.96666667,0.85,0.15,0.011568123390342385,0.20437017989604878,219.92000000000002,-2.3176470588235616
1055,Anderson_East_2-35,1/30/2025 4:28,294.0,84.0,72.4,210.0,2.68,1/30/2025 4:17,290.0,151.0,93.86,196.14,1.41,6.65,678.0451128,11.2,0.85,0.14,0.012500000000000002,0.23928571428571432,221.6,-29.9529411764706
1054,Anderson_East_2-35,1/30/2025 4:16,290.0,94.0,83.81,196.0,2.5,1/30/2025 4:05,291.0,141.0,99.25,191.75,1.28,4.55,990.989011,11.06666667,0.85,0.14,0.012650602405828134,0.22590361438978807,206.19,-16.988235294117644
1053,Anderson_East_2-35,1/30/2025 4:04,289.0,106.0,96.45,183.0,2.33,1/30/2025 3:52,290.0,159.0,92.31,197.69,1.51,7.016666667,642.6128266,11.31666667,0.833333333,0.12,0.010603829157406824,0.2058910161396492,192.55,6.168000002467184
1050,Anderson_East_2-35,1/30/2025 3:24,292.0,92.0,83.46,200.0,2.55,1/30/2025 3:11,292.0,131.0,80.71,211.29,1.31,6.9,653.4782609,12.25,0.833333333,0.17,0.013877551020408165,0.20816326530612245,208.54000000000002,3.3000000013199657
1049,Anderson_East_2-35,1/30/2025 3:11,292.0,91.0,79.87,201.0,2.56,1/30/2025 2:59,290.0,162.0,96.69,193.31,1.51,7.25,621.9310345,11.43333333,0.766666667,0.12,0.010495626825217383,0.22390670560463752,212.13,-24.547826076283545
1048,Anderson_East_2-35,1/30/2025 2:58,291.0,95.0,84.03,196.0,2.5,1/30/2025 2:46,291.0,144.0,102.59,188.41,1.28,4.383333333,1028.669202,12.73333333,0.85,0.17,0.013350785343809107,0.196335078585428,206.97,-21.835294117647063
1047,Anderson_East_2-35,1/30/2025 2:45,288.0,111.0,100.91,177.0,2.26,1/30/2025 2:34,292.0,175.0,103.65,188.35,1.61,7.35,613.4693878,10.98333333,0.75,0.12,0.010925644919856037,0.20576631265728867,187.09,1.679999999999988
1041,Anderson_East_2-35,1/30/2025 0:27,293.0,96.0,86.63,197.0,2.51,1/30/2025 0:14,296.0,133.0,74.7,221.3,1.36,8.35,540.0,12.73333333,0.85,0.15,0.01178010471512568,0.19712041889976972,206.37,17.56470588235295
1040,Anderson_East_2-35,1/30/2025 0:14,293.0,91.0,81.22,202.0,2.58,1/30/2025 0:00,298.0,138.0,70.75,227.26,1.42,8.266666667,545.4435484,13.56666667,0.85,0.16,0.0117936117907141,0.19017199012526487,211.78,18.21176470588234
1039,Anderson_East_2-35,1/29/2025 23:59,296.0,89.0,77.62,207.0,2.64,1/29/2025 23:46,295.0,130.0,80.06,214.94,1.3,6.466666667,697.2680412,13.48333333,0.833333333,0.16,0.011866501857074536,0.19579728064172985,218.38,-4.1280000016511975
1038,Anderson_East_2-35,1/29/2025 23:45,296.0,86.0,74.29,210.0,2.68,1/29/2025 23:33,293.0,136.0,74.75,218.25,1.39,7.566666667,595.9030837,12.13333333,0.85,0.1,0.008241758244022462,0.22087912093980197,221.70999999999998,-4.070588235294093
1037,Anderson_East_2-35,1/29/2025 23:32,294.0,90.0,79.31,204.0,2.6,1/29/2025 23:19,296.0,124.0,72.57,223.43,1.3,6.483333333,695.4755784,12.56666667,0.85,0.17,0.013527851455297652,0.20689655166925822,214.69,10.282352941176482
1036,Anderson_East_2-35,1/29/2025 23:18,292.0,89.0,78.32,203.0,2.59,1/29/2025 23:06,296.0,133.0,74.99,221.01,1.36,7.583333333,594.5934066,12.13333333,0.766666667,0.12,0.009890109892826954,0.21346153852018174,213.68,9.560869561060471
1035,Anderson_East_2-35,1/29/2025 23:06,294.0,86.0,74.43,208.0,2.65,1/29/2025 22:53,296.0,158.0,90.36,205.64,1.49,7.333333333,614.8636364,12.1,0.85,0.17,0.014049586776859505,0.2190082644628099,219.57,-16.388235294117656
1034,Anderson_East_2-35,1/29/2025 22:53,295.0,90.0,78.28,205.0,2.62,1/29/2025 22:41,296.0,147.0,98.94,197.06,1.32,5.016666667,898.8039867,11.7,0.85,0.16,0.013675213675213677,0.22393162393162394,216.72,-23.12941176470588
1033,Anderson_East_2-35,1/29/2025 22:40,295.0,104.0,93.77,191.0,2.44,1/29/2025 22:30,293.0,169.0,123.87,169.13,1.36,5.333333333,845.4375,10.35,0.783333333,0.14,0.013526570048309181,0.23574879227053142,201.23000000000002,-40.978723421693104
1032,Anderson_East_2-35,1/29/2025 22:29,295.0,113.0,103.54,182.0,2.32,1/29/2025 22:16,293.0,166.0,127.2,165.8,1.31,5.483333333,822.3100304,13.03333333,0.85,0.15,0.011508951409593082,0.17800511513503967,191.45999999999998,-30.18823529411761
1031,Anderson_East_2-35,1/29/2025 22:15,292.0,134.0,126.07,158.0,2.02,1/29/2025 22:07,297.0,168.0,119.05,177.95,1.38,5.066666667,889.9342105,8.283333333,0.85,0.11,0.013279678068944856,0.24386317908426008,165.93,14.141176470588213
1030,Anderson_East_2-35,1/29/2025 22:06,291.0,136.0,127.27,155.0,1.98,1/29/2025 21:59,292.0,152.0,114.68,177.32,1.27,5.483333333,822.3100304,7.016666667,0.75,0.13,0.018527315913609153,0.28218527314573943,163.73000000000002,18.119999999999965
1029,Anderson_East_2-35,1/29/2025 21:58,297.0,130.0,120.55,167.0,2.13,1/29/2025 21:47,294.0,176.0,110.61,183.39,1.55,7.35,613.4693878,11.3,0.766666667,0.1,0.008849557522123894,0.18849557522123891,176.45,9.052173909107747
1025,Anderson_East_2-35,1/29/2025 20:50,295.0,131.0,120.14,164.0,2.09,1/29/2025 20:39,300.0,176.0,123.72,176.28,1.42,6.25,721.44,10.5,0.85,0.13,0.012380952380952381,0.19904761904761903,174.86,1.670588235294103
1024,Anderson_East_2-35,1/29/2025 20:39,295.0,135.0,126.74,160.0,2.04,1/29/2025 20:32,296.0,156.0,119.41,176.59,1.26,5.3,850.754717,6.916666667,0.866666667,0.14,0.02024096385444622,0.2949397590219306,168.26,9.61153845784173
1023,Anderson_East_2-35,1/29/2025 20:31,300.0,136.0,124.6,164.0,2.09,1/29/2025 20:20,294.0,176.0,111.85,182.15,1.54,7.2,626.25,11.1,0.833333333,0.09,0.008108108108108109,0.18828828828828828,175.4,8.10000000324
1021,Anderson_East_2-35,1/29/2025 19:26,293.0,124.0,113.4,169.0,2.16,1/29/2025 19:15,297.0,180.0,108.71,188.29,1.61,6.933333333,650.3365385,10.83333333,0.85,0.13,0.012000000003692307,0.1993846154459645,179.6,10.223529411764703
1020,Anderson_East_2-35,1/29/2025 19:15,296.0,120.0,110.12,176.0,2.25,1/29/2025 18:05,308.0,161.0,87.3,220.7,1.5,9.033333333,499.1512915,69.5,0.85,0.13,0.0018705035971223023,0.03237410071942446,185.88,40.96470588235294
1007,Anderson_East_2-35,1/29/2025 15:14,302.0,66.0,55.64,236.0,3.01,1/29/2025 15:02,305.0,114.0,53.3,251.7,1.32,7.116666667,633.5831382,12.06666667,0.866666667,0.15,0.012430939223085375,0.24944751374324653,246.36,6.161538459168611
1006,Anderson_East_2-35,1/29/2025 15:01,302.0,70.0,55.9,232.0,2.96,1/29/2025 14:49,301.0,104.0,52.85,248.15,1.26,6.933333333,650.3365385,11.46666667,0.866666667,0.11,0.009593023253025284,0.25813953480868035,246.1,2.3653846144748654
991,Anderson_East_2-35,1/29/2025 11:47,292.0,74.0,64.61,218.0,2.78,1/29/2025 11:37,293.0,126.0,85.92,207.08,1.24,7.966666667,565.9832636,9.85,0.85,0.16,0.016243654822335026,0.28223350253807106,227.39,-23.894117647058792
990,Anderson_East_2-35,1/29/2025 11:36,293.0,80.0,69.24,213.0,2.72,1/29/2025 11:29,294.0,142.0,103.72,190.28,1.25,5.666666667,795.7058824,7.55,0.833333333,0.16,0.02119205298013245,0.3602649006622517,223.76,-40.17600001607039
958,Anderson_East_2-35,1/29/2025 5:05,282.0,212.0,204.72,70.0,0.89,1/29/2025 5:02,282.0,227.0,195.76,86.24,1.57,1.616666667,2789.072165,2.7,0.8,0.09,0.03333333333333333,0.3296296296296296,77.28,11.199999999999992
957,Anderson_East_2-35,1/29/2025 5:01,282.0,206.0,198.71,76.0,0.97,1/29/2025 4:55,282.0,221.0,186.38,95.62,1.57,5.366666667,840.1863354,6.35,0.883333333,0.12,0.01889763779527559,0.15275590551181104,83.28999999999999,13.958490571305104
956,Anderson_East_2-35,1/29/2025 4:54,281.0,204.0,196.4,77.0,0.98,1/29/2025 4:49,286.0,217.0,182.07,103.93,1.51,4.566666667,987.3722628,5.55,0.883333333,0.12,0.021621621621621623,0.17657657657657658,84.6,21.883018876182284
955,Anderson_East_2-35,1/29/2025 4:48,281.0,195.0,186.76,86.0,1.1,1/29/2025 4:40,287.0,196.0,159.44,127.56,1.4,6.483333333,695.4755784,8.0,0.8,0.14,0.0175,0.1375,94.24000000000001,41.64999999999999
954,Anderson_East_2-35,1/29/2025 4:39,286.0,191.0,182.32,95.0,1.21,1/29/2025 4:34,289.0,189.0,149.28,139.72,1.4,3.85,1171.168831,4.916666667,0.816666667,0.11,0.022372881354415397,0.24610169489856934,103.68,44.130612226885454
953,Anderson_East_2-35,1/29/2025 4:33,286.0,167.0,158.74,119.0,1.52,1/29/2025 4:26,283.0,165.0,132.25,150.75,1.28,5.666666667,795.7058824,7.016666667,0.883333333,0.12,0.01710213776640845,0.21662707837450704,127.25999999999999,26.592452840223576
952,Anderson_East_2-35,1/29/2025 4:25,289.0,157.0,148.55,132.0,1.68,1/29/2025 4:15,285.0,163.0,105.47,179.53,1.47,7.166666667,629.1627907,10.08333333,0.766666667,0.08,0.007933884300143433,0.16661157030301207,140.45,50.97391302131571
951,Anderson_East_2-35,1/29/2025 4:15,281.0,140.0,131.17,141.0,1.8,1/29/2025 4:05,285.0,121.0,76.29,208.71,1.27,6.333333333,711.9473684,9.3,0.833333333,0.12,0.012903225806451611,0.1935483870967742,149.83,70.6560000282624
950,Anderson_East_2-35,1/29/2025 4:04,286.0,114.0,103.39,172.0,2.19,1/29/2025 3:52,282.0,106.0,45.11,236.89,1.35,7.6,593.2894737,12.08333333,0.783333333,0.1,0.008275862071248514,0.18124137936034243,182.61,69.2936170507632
948,Anderson_East_2-35,1/29/2025 3:39,282.0,59.0,46.87,223.0,2.84,1/29/2025 3:27,284.0,107.0,46.0,238.0,1.34,7.883333333,571.9661734,11.96666667,0.85,0.14,0.011699164342145081,0.2373259052263716,235.13,3.3764705882352994
947,Anderson_East_2-35,1/29/2025 3:26,283.0,62.0,49.12,221.0,2.82,1/29/2025 3:14,284.0,109.0,47.54,236.46,1.35,7.866666667,573.1779661,11.68333333,0.833333333,0.11,0.009415121258035697,0.2413694722514606,233.88,3.096000001238415
946,Anderson_East_2-35,1/29/2025 3:13,283.0,61.0,49.76,222.0,2.83,1/29/2025 3:02,284.0,129.0,62.73,221.27,1.43,6.683333333,674.6633416,10.9,0.85,0.14,0.012844036697247707,0.25963302752293577,233.24,-14.08235294117647
945,Anderson_East_2-35,1/29/2025 3:02,284.0,65.0,51.56,219.0,2.79,1/29/2025 2:50,285.0,130.0,87.65,197.35,1.27,4.816666667,936.1245675,11.5,0.766666667,0.13,0.011304347826086957,0.2426086956521739,232.44,-45.7695651974915
944,Anderson_East_2-35,1/29/2025 2:49,282.0,78.0,66.86,204.0,2.6,1/29/2025 2:43,282.0,154.0,107.71,174.29,1.36,1.85,2437.297297,6.316666667,0.833333333,0.11,0.017414248020189222,0.41160949865901797,215.14,-49.02000001960799
943,Anderson_East_2-35,1/29/2025 2:42,284.0,100.0,89.74,184.0,2.35,1/29/2025 2:31,283.0,173.0,135.97,147.03,1.34,4.983333333,904.8160535,11.5,0.85,0.12,0.010434782608695651,0.20434782608695654,194.26,-55.56470588235293
942,Anderson_East_2-35,1/29/2025 2:30,281.0,121.0,112.55,160.0,2.04,1/29/2025 2:22,284.0,167.0,117.3,166.7,1.42,5.75,784.173913,7.366666667,0.833333333,0.14,0.019004524886017896,0.27692307691054646,168.45,-2.10000000084
941,Anderson_East_2-35,1/29/2025 2:22,281.0,146.0,136.8,135.0,1.72,1/29/2025 2:13,281.0,139.0,104.91,176.09,1.24,6.933333333,650.3365385,8.716666667,0.833333333,0.14,0.01606118546783705,0.1973231357477123,144.2,38.268000015307216
940,Anderson_East_2-35,1/29/2025 2:12,285.0,128.0,118.01,157.0,2.0,1/29/2025 1:58,276.0,148.0,85.12,190.88,1.49,9.383333333,480.5328597,14.03333333,0.85,0.11,0.007838479811838118,0.14251781476069308,166.99,28.105882352941162
939,Anderson_East_2-35,1/29/2025 1:57,278.0,113.0,104.01,165.0,2.1,1/29/2025 1:48,282.0,117.0,69.92,212.08,1.29,4.983333333,904.8160535,8.8,0.766666667,0.15,0.017045454545454544,0.23863636363636362,173.99,49.682608674051046
938,Anderson_East_2-35,1/29/2025 1:48,277.0,98.0,85.89,179.0,2.28,1/29/2025 1:34,282.0,126.0,45.4,236.6,1.52,9.783333333,460.8858603,13.51666667,0.85,0.12,0.008877928481164506,0.1686806411421256,191.11,53.517647058823506
937,Anderson_East_2-35,1/29/2025 1:33,280.0,83.0,70.95,197.0,2.51,1/29/2025 1:20,284.0,110.0,49.92,234.08,1.35,5.683333333,793.372434,13.28333333,0.85,0.17,0.012797992474980677,0.18895859477765584,209.05,29.447058823529414
936,Anderson_East_2-35,1/29/2025 1:19,282.0,65.0,49.73,217.0,2.77,1/29/2025 1:08,281.0,114.0,54.14,226.86,1.36,6.65,678.0451128,11.3,0.833333333,0.09,0.007964601769911504,0.24513274336283183,232.27,-6.492000002596796
935,Anderson_East_2-35,1/29/2025 1:07,281.0,61.0,48.38,220.0,2.81,1/29/2025 0:55,280.0,125.0,82.86,197.14,1.27,5.0,901.8,12.1,0.866666667,0.17,0.014049586776859505,0.2322314049586777,232.62,-40.938461522716
934,Anderson_East_2-35,1/29/2025 0:54,280.0,70.0,59.33,210.0,2.68,1/29/2025 0:48,279.0,151.0,104.88,174.12,1.36,1.366666667,3299.268293,5.766666667,0.833333333,0.14,0.024277456645995524,0.46473988436620006,220.67000000000002,-55.86000002234401
933,Anderson_East_2-35,1/29/2025 0:47,279.0,97.0,87.55,182.0,2.32,1/29/2025 0:40,279.0,167.0,131.4,147.6,1.32,3.133333333,1439.042553,6.95,0.833333333,0.12,0.017266187050359712,0.33381294964028774,191.45,-52.62000002104799
932,Anderson_East_2-35,1/29/2025 0:40,278.0,118.0,109.45,160.0,2.04,1/29/2025 0:37,275.0,186.0,145.62,129.38,1.45,2.033333333,2217.540984,3.05,0.833333333,0.14,0.0459016393442623,0.6688524590163935,168.55,-47.00400001880162
931,Anderson_East_2-35,1/29/2025 0:36,278.0,143.0,135.45,135.0,1.72,1/29/2025 0:33,278.0,187.0,153.61,124.39,1.37,0.433333333,10405.38462,2.716666667,0.833333333,0.16,0.05889570551424592,0.6331288342781437,142.55,-21.792000008716812
920,Anderson_East_2-35,1/28/2025 23:41,278.0,196.0,188.38,82.0,1.05,1/28/2025 23:35,284.0,212.0,175.62,108.38,1.51,5.266666667,856.1392405,6.283333333,0.85,0.12,0.019098143237087434,0.16710875332451505,89.62,22.070588235294107
919,Anderson_East_2-35,1/28/2025 23:34,279.0,197.0,186.4,82.0,1.05,1/28/2025 23:22,277.0,174.0,147.21,129.79,1.26,10.75,419.4418605,12.18333333,0.85,0.12,0.009849521206525177,0.0861833105570953,92.6,43.752941176470586
916,Anderson_East_2-35,1/28/2025 22:33,276.0,82.0,65.74,194.0,2.47,1/28/2025 22:21,280.0,99.0,50.11,229.89,1.27,6.733333333,669.6534653,12.8,0.85,0.15,0.011718749999999998,0.19296875,210.26,23.09411764705882
915,Anderson_East_2-35,1/28/2025 22:20,279.0,65.0,52.75,214.0,2.73,1/28/2025 22:07,280.0,117.0,53.94,226.06,1.39,8.4,536.7857143,12.45,0.766666667,0.12,0.00963855421686747,0.21927710843373496,226.25,-0.2478260868487683
908,Anderson_East_2-35,1/28/2025 19:59,283.0,65.0,53.43,218.0,2.78,1/28/2025 19:46,283.0,111.0,47.5,235.5,1.37,8.233333333,547.6518219,13.01666667,0.85,0.17,0.013060179254017881,0.2135723430951159,229.57,6.976470588235302
907,Anderson_East_2-35,1/28/2025 19:45,281.0,67.0,52.68,214.0,2.73,1/28/2025 19:31,281.0,118.0,48.75,232.25,1.42,9.183333333,490.9981851,13.58333333,0.833333333,0.12,0.008834355830388798,0.20098159514134517,228.32,4.7160000018864086
901,Anderson_East_2-35,1/28/2025 18:19,282.0,67.0,55.74,215.0,2.74,1/28/2025 18:05,281.0,113.0,55.37,225.63,1.34,8.116666667,555.523614,13.3,0.833333333,0.17,0.012781954887218045,0.20601503759398496,226.26,-0.7560000003023946
900,Anderson_East_2-35,1/28/2025 18:04,281.0,68.0,54.96,213.0,2.72,1/28/2025 17:52,280.0,113.0,48.59,231.41,1.39,8.166666667,552.122449,12.48333333,0.85,0.16,0.012817089456025924,0.21789052075244073,226.04,6.3176470588235345
899,Anderson_East_2-35,1/28/2025 17:51,280.0,69.0,59.1,211.0,2.69,1/28/2025 17:39,282.0,111.0,50.89,231.11,1.35,8.183333333,550.9979633,12.26666667,0.833333333,0.15,0.01222826086624232,0.21929347820127895,220.9,12.25200000490081
898,Anderson_East_2-35,1/28/2025 17:38,278.0,64.0,52.04,214.0,2.73,1/28/2025 17:25,281.0,108.0,52.95,228.05,1.32,8.166666667,552.122449,12.88333333,0.866666667,0.14,0.010866752913548968,0.21190168181420485,225.96,2.411538460610951
896,Anderson_East_2-35,1/28/2025 17:11,280.0,67.0,56.25,213.0,2.72,1/28/2025 16:59,280.0,103.0,52.19,227.81,1.29,6.766666667,666.3546798,11.86666667,0.866666667,0.15,0.012640449434651558,0.2292134830816816,223.75,4.684615382813613
895,Anderson_East_2-35,1/28/2025 16:58,279.0,70.0,58.71,209.0,2.67,1/28/2025 16:45,278.0,111.0,47.61,230.39,1.38,8.633333333,522.2779923,12.55,0.866666667,0.15,0.011952191235059759,0.21274900398406374,220.29,11.653846149363899
894,Anderson_East_2-35,1/28/2025 16:45,278.0,65.0,54.89,213.0,2.72,1/28/2025 16:32,280.0,106.0,46.42,233.58,1.34,8.25,546.5454545,12.41666667,0.866666667,0.16,0.012885906036809154,0.21906040262575563,223.11,12.080769226122781
893,Anderson_East_2-35,1/28/2025 16:31,277.0,63.0,51.27,214.0,2.73,1/28/2025 16:19,279.0,113.0,51.72,227.28,1.37,8.0,563.625,12.51666667,0.783333333,0.12,0.009587217041388225,0.2181091876915821,225.73,1.9787234050973437
888,Anderson_East_2-35,1/28/2025 15:27,277.0,74.0,64.28,203.0,2.59,1/28/2025 15:16,278.0,122.0,53.03,224.97,1.44,6.516666667,691.9181586,11.75,0.866666667,0.14,0.011914893617021277,0.2204255319148936,212.72,14.134615379178994
887,Anderson_East_2-35,1/28/2025 15:15,277.0,72.0,61.88,205.0,2.62,1/28/2025 15:02,279.0,114.0,59.58,219.42,1.33,5.916666667,762.084507,12.45,0.833333333,0.14,0.011244979919678717,0.2104417670682731,215.12,5.160000002063979
883,Anderson_East_2-35,1/28/2025 14:27,274.0,95.0,86.88,179.0,2.28,1/28/2025 14:18,277.0,146.0,103.72,173.28,1.32,4.5,1002.0,9.2,0.866666667,0.13,0.014130434782608697,0.24782608695652172,187.12,-15.969230763088762
882,Anderson_East_2-35,1/28/2025 14:17,276.0,104.0,96.3,172.0,2.19,1/28/2025 14:07,276.0,154.0,111.28,164.72,1.35,5.383333333,837.5851393,10.43333333,0.8,0.13,0.01246006390174443,0.2099041534216946,179.7,-18.724999999999987
881,Anderson_East_2-35,1/28/2025 14:06,276.0,113.0,106.09,163.0,2.08,1/28/2025 13:56,277.0,160.0,120.26,156.74,1.34,4.85,929.6907216,10.0,0.85,0.14,0.014000000000000002,0.20800000000000002,169.91,-15.49411764705881
880,Anderson_East_2-35,1/28/2025 13:55,275.0,122.0,114.15,153.0,1.95,1/28/2025 13:46,275.0,162.0,118.87,156.13,1.38,5.283333333,853.4384858,9.8,0.866666667,0.12,0.012244897959183673,0.19897959183673466,160.85,-5.446153844059171
879,Anderson_East_2-35,1/28/2025 13:45,275.0,130.0,122.17,145.0,1.85,1/28/2025 13:33,276.0,155.0,117.28,158.72,1.31,5.15,875.5339806,11.3,0.866666667,0.13,0.011504424778761062,0.16371681415929204,152.82999999999998,6.796153843539958
878,Anderson_East_2-35,1/28/2025 13:32,274.0,130.0,122.12,144.0,1.84,1/28/2025 13:24,274.0,158.0,114.66,159.34,1.37,4.466666667,1009.477612,8.283333333,0.866666667,0.13,0.015694164990571195,0.22213279678962305,151.88,8.607692304381667
877,Anderson_East_2-35,1/28/2025 13:23,274.0,126.0,118.65,148.0,1.89,1/28/2025 13:16,277.0,169.0,121.39,155.61,1.44,4.616666667,976.6787004,7.316666667,0.85,0.14,0.019134396354481352,0.2583143507854982,155.35,0.3058823529411992
876,Anderson_East_2-35,1/28/2025 13:15,273.0,125.0,116.12,148.0,1.89,1/28/2025 13:08,274.0,151.0,117.49,156.51,1.27,5.65,798.0530973,7.116666667,0.883333333,0.15,0.021077283371378115,0.2655737704793642,156.88,-0.41886792468637035
875,Anderson_East_2-35,1/28/2025 13:07,278.0,132.0,122.27,146.0,1.86,1/28/2025 12:50,272.0,138.0,61.35,210.65,1.57,11.58333333,389.2661871,16.86666667,0.783333333,0.11,0.006521739129145901,0.11027667982010342,155.73000000000002,70.11063832770664
873,Anderson_East_2-35,1/28/2025 12:11,271.0,78.0,63.83,193.0,2.46,1/28/2025 11:58,277.0,128.0,54.81,222.19,1.49,7.65,589.4117647,12.75,0.866666667,0.15,0.011764705882352941,0.19294117647058823,207.17000000000002,17.33076922410353
872,Anderson_East_2-35,1/28/2025 11:58,279.0,74.0,62.58,205.0,2.62,1/28/2025 11:46,275.0,107.0,55.68,219.32,1.31,5.8,777.4137931,11.61666667,0.866666667,0.15,0.01291248206229197,0.22553802002136641,216.42000000000002,3.346153844866838
871,Anderson_East_2-35,1/28/2025 11:45,275.0,71.0,58.31,204.0,2.6,1/28/2025 11:33,273.0,129.0,53.75,219.25,1.52,7.916666667,569.5578947,11.73333333,0.883333333,0.14,0.011931818185207903,0.22159090915386104,216.69,2.8981132086407997
870,Anderson_East_2-35,1/28/2025 11:33,273.0,68.0,58.16,205.0,2.62,1/28/2025 10:42,280.0,130.0,63.4,216.6,1.44,8.05,560.1242236,50.63333333,0.866666667,0.18,0.0035549703754809065,0.05174456879866653,214.84,2.0307692299881555
869,Anderson_East_2-35,1/28/2025 10:41,272.0,72.0,57.92,200.0,2.55,1/28/2025 10:28,278.0,116.0,55.83,222.17,1.37,7.1,635.0704225,13.08333333,0.883333333,0.16,0.01222929936617307,0.1949044586483833,214.07999999999998,9.158490569493773
868,Anderson_East_2-35,1/28/2025 10:27,279.0,79.0,66.37,200.0,2.55,1/28/2025 10:15,280.0,115.0,61.69,218.31,1.32,6.933333333,650.3365385,12.31666667,0.766666667,0.13,0.010554803786047414,0.20703653580323772,212.63,7.40869564895275
865,Anderson_East_2-35,1/28/2025 9:45,278.0,77.0,64.88,201.0,2.56,1/28/2025 9:32,283.0,117.0,60.29,222.71,1.34,7.166666667,629.1627907,13.51666667,0.883333333,0.17,0.012577065348316385,0.18939580759817615,213.12,10.856603777681741
864,Anderson_East_2-35,1/28/2025 9:31,280.0,80.0,66.97,200.0,2.55,1/28/2025 9:18,281.0,116.0,62.39,218.61,1.32,7.65,589.4117647,12.95,0.85,0.13,0.010038610038610039,0.1969111969111969,213.03,6.564705882352956
860,Anderson_East_2-35,1/28/2025 8:30,282.0,73.0,60.02,209.0,2.67,1/28/2025 8:16,279.0,114.0,53.04,225.96,1.37,7.45,605.2348993,13.63333333,0.85,0.17,0.0124694376558605,0.1958435208302796,221.98,4.682352941176492
